sentence,splitset_label
doug limanthe director of bournedirects the traffic wellgets a nice wintry look from his locationsabsorbs us with the moviespycraft and uses damonability to be focused and sincere ,2
the tenderness of the piece is still intact ,2
katz uses archival footagehorrifying documents of lynchingsstill photographs and charming old reeltoreel recordings of meeropol entertaining his children to create his song historybut most powerful of all is the song itself,2
like the filmalmost anthropologically detailed realization of earlys suburbiaitsignificant without being overstated ,2
while mcfarlaneanimation lifts the film firmly above the level of other comingofage filmsitalso so jarring that ithard to get back into the boysstory ,2
if nothing elsethis movie introduces a promisingunusual kind of psychological horror ,2
in a normal screen processthese bromides would be barely enough to sustain an interstitial program on the discovery channel ,2
but in imax dthe clichs disappear into the vertiginous perspectives opened up by the photography ,2
writerdirector burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear ,2
 a rollercoaster ride of a movie,2
i enjoyed time of favor while i was watching itbut i was surprised at how quickly it faded from my memory ,2
chicago is sophisticatedbrashsardoniccompletely joyful in its execution ,2
steve irwinmethod is ernest hemmingway at accelerated speed and volume ,2
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters ,2
on the surfaceita loversontherun crime flickbut it has a lot in common with piesiewiczand kieslowskiearlier workfilms like the double life of veronique ,2
the values that have held the enterprise crew together through previous adventures and perils do so againcourageselfsacrifice and patience under pressure ,2
if itpossible for a sequel to outshine the originalthen sl does just that ,2
a romantic comedy that operates by the rules of its own selfcontained universe ,2
 friends couples milesand all the pabst blue ribbon beer they can drinkitthe ultimate redneck roadtrip ,2
the film is often filled with a sense of pure wonderment and excitement not often seen in todaycinema du sarcasm,2
it might be tempting to regard mr andrew and his collaborators as oddballsbut mr earnhartquizzicalcharming movie allows us to see themfinallyas artists ,2
a feelgood picture in the best sense of the term ,2
edited and shot with a syncopated style mimicking the work of his subjectspray turns the idea of the documentary on its headmaking it rousinginvigorating fun lacking any mtv puffery ,2
a mostly intelligentengrossing and psychologically resonant suspenser ,2
itthis memoryasidentity obviation that gives secret life its intermittent uneasereaffirming that longheld illusions are indeed realityand that erasing them recasts the self ,2
hiphop has a historyand ita metaphor for this love story ,2
in scopeambition and accomplishmentchildren of the centurytakes kuryscareer to a whole new level ,2
this may not have the dramatic gutwrenching impact of other holocaust filmsbut ita compelling storymainly because of the way ittold by the people who were there ,2
between the drama of cube ,2
s personal revelations regarding what the shop means in the big pictureiconic characters gambol fluidly through the storywith charming results ,2
a gentlecompassionate drama about grief and healing ,2
somewhere short of tremors on the modern bsceneneither as funny nor as cleverthough an agreeably unpretentious way to spend ninety minutes ,2
digitalvideo documentary about standup comedians is a great glimpse into a very different world ,2
unlike most teen flicksswimming takes its time to tell its storycasts mostly littleknown performers in key rolesand introduces some intriguing ambiguity ,2
an enthrallingplayful film that constantly frustrates our desire to know thetruthabout this manwhile deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to ,2
itobviously struck a responsive chord with many south koreansand should work its magic in other parts of the world ,2
rundo nt walkto see this barbed and bracing comedy on the big screen ,2
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done ,2
it is nature against progress ,2
in fessendenhorror trilogythis theme has proved important to him and is especially so in the finale ,2
itnot exactly a gourmet meal but the fare is faireven coming from the drivethru ,2
this is what imax was made forstrap on a pair of d gogglesshut out the real worldand take a vicarious voyage to the last frontierspace ,2
merely as a technicallogistical featrussian ark marks a cinematic milestone ,2
lrb schweiger is rrb talented and terribly charismaticqualities essential to both movie stars and social anarchists ,2
ita great deal of sizzle and very little steak ,2
but what spectacular sizzle it is ,2
 in this incarnation its fizz is infectious ,2
an original gem about an obsession with time ,2
it will delight newcomers to the story and those who know it from bygone days ,2
gloriously goofy lrb and gory rrb midnight movie stuff ,2
the film overcomes the regular minefield of comingofage cliches with potent doses of honesty and sensitivity ,2
if your senses have nt been dulled by slasher films and gorefestsif you re a connoisseur of psychological horrorthis is your ticket ,2
ita minor comedy that tries to balance sweetness with coarsenesswhile it paints a sad picture of the singles scene ,2
it is intensely personal and yetunlike quillsdeftly shows us the temper of the times ,2
as lofi as the special effects arethe folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten ,2
like mike does nt win any points for originality ,2
it does succeed by following a feelgood formula with a winning styleand by offering its target audience of urban kids some welcome role models and optimism ,2
ita hoot and a halfand a great way for the american people to see what a candidate is like when henot giving the same cent stump speech ,2
far from perfectbut its heart is in the right placeinnocent and wellmeaning ,2
a sadsuperior human comedy played out on the back roads of life ,2
waydowntown is by no means a perfect filmbut its boasts a huge charm factor and smacks of originality ,2
tim allen is great in his role but never hogs the scenes from his fellow castas there are plenty of laughs and good lines for everyone in this comedy ,2
more a load of enjoyableconanesque claptrap than the punishingspecialeffects soul assaults the mummy pictures represent ,2
enormously likablepartly because it is aware of its own grasp of the absurd ,2
herea british flick gleefully unconcerned with plausibilityyet just as determined to entertain you ,2
itan old storybut a lively scriptsharp acting and partially animated interludes make just a kiss seem minty fresh ,2
must be seen to be believed ,2
ray liotta and jason patric do some of their best work in their underwritten rolesbut do nt be foolednobody deserves any prizes here ,2
everything that has to do with yvan and charlotteand everything that has to do with yvanrambunctiousjewish sister and her nonjew husbandfeels funny and true ,2
the yearhappiest surprisea movie that deals with a real subject in an always surprising way ,2
fans of behanwork and of irish movies in general will be rewarded by borstal boy ,2
its mysteries are transparently obviousand ittoo slowly paced to be a thriller ,2
lrb but itrrb worth recommending because of two marvelous performances by michael caine and brendan fraser ,2
the film is faithful to what one presumes are the booktwin premisesthat we become who we are on the backs of our parentsbut we have no idea who they were at our ageand that time is a fleeting and precious commodity no matter how old you are ,2
stephen earnharthomespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens ,2
a solidly seaworthy chiller ,2
if you can get past the fantastical aspects and harsh realities ofthe isleyou ll get a sockyouintheeye flick that is a visual tourdeforce and a story that is unlike any you will likely see anywhere else ,2
there are as many misses as hitsbut ultimatelyit finds humor in the foibles of human behaviorand ita welcome return to the roots of a genre that should depend on surprises ,2
a wellmade thriller with a certain level of intelligence and nonreactionary morality ,2
thereenough science to make it count as educationaland enough beauty to make it unforgettable ,2
remains a solidif somewhat heavyhandedaccount of the neardisasterdone up by howard with a steadyif not very imaginativehand ,2
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iranborderlands ,2
for a good chunk of its running timetrapped is an effective and claustrophobic thriller ,2
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness ,2
nair does capture the complexity of a big family and its trials and tribulations ,2
the seaside splendor and shallowbeautiful people are nice to look at while you wait for the story to get going ,2
rare is theurban comedythat even attempts the insight and honesty of this disarming indie ,2
ranks among willamsbest screen work ,2
engagingly captures the maddening and magnetic ebb and flow of friendship ,2
an experience so engrossing it is like being buried in a new environment ,2
ittraditional moviemaking all the waybut itdone with a lot of careful period attention as well as some very welcome wit ,2
maybe itjust because this past year has seen the release of some of the worst film comedies in decadesbut honestlyanalyze that really is nt all that bad ,2
a drollwellactedcharacterdriven comedy with unexpected deposits of feeling ,2
this is simply the most fun you ll ever have with a documentary ,2
a very funny movie ,2
watching hanekefilm isaptly enougha challenge and a punishment ,2
but watching hupperta great actress tearing into a landmark roleis riveting ,2
a cop story that understands the medium amazingly well ,2
britney has been delivered to the big screen safe and soundthe way we like our yearold superstar girls to travel on the fame freeway ,2
those outside show business will enjoy a close look at people they do nt really want to know ,2
the kind of nervous film that will either give you a mild headache or exhilarate you ,2
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it ,2
children may not understand everything that happensi m not sure even miyazaki himself doesbut they will almost certainly be fascinatedand undoubtedly delighted ,2
a fascinating and fun film ,2
tadpole is a sophisticatedfunny and goodnatured treatslight but a pleasure ,2
this insightfuloscarnominated documentaryin which children on both sides of the everescalating conflict have their say away from watchful parental eyesgives peace yet another chance ,2
i admired this work a lot ,2
whether you re moved and love itor bored or frustrated by the filmyou ll still feel something ,2
 there are enough moments of heartbreaking honesty to keep one glued to the screen ,2
my goodnessqueen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts ,2
she must have a very strong back ,2
a smartsweet and playful romantic comedy ,2
without heavyhandednessdong provides perspective with his intelligent grasp of human foibles and contradictions ,2
solidlumpinthethroat family entertainment that derives its power by sticking to the facts ,2
as an entertainmentthe movie keeps you diverted and best of allit lightens your wallet without leaving a sting ,2
it is interesting and fun to see goodall and her chimpanzees on the biggerthanlife screen ,2
it wo nt bust your gutand itnot intended toitmerely a blandly cinematic surgical examination of what makes a joke a joke ,2
a somewhat crudely constructed but grippingquesting look at a person so racked with selfloathinghe becomes an enemy to his own race ,2
it extends the writings of jean genet and john rechythe films of fassbinderperhaps even the nocturnal works of goya ,2
narc may not get anafor originalitybut it wears its bmovie heritage like a badge of honor ,2
with the filmstriking endingone realizes that we have a long way to go before we fully understand all the sexual permutations involved ,2
lrb drumline rrb is entertaining for what it doesand admirable for what it does nt do ,2
at its best early on as it plays the culture clashes between the brothers ,2
an unabashedly schmaltzy and thoroughly enjoyable true story ,2
a thoughtful look at a painful incident that made headlines in,2
tsai mingliang has taken his trademark style and refined it to a crystalline point ,2
purely propagandaa work of unabashed hero worshipit is nonethelessand likely inadvertentlya timely and invaluable implicit reminder of the role that us foreign policy has played in the rise of castro ,2
now trimmed by aboutminutesthis lavish threeyearold production has enough grandeur and scale to satisfy as grownup escapism ,2
we get some truly unique character studies and a crosssection of americana that hollywood could nt possibly fictionalize and be believed ,2
though this film can be clumsyits ambitions are equallyand admirablyuncommercial ,2
daringmesmerizing and exceedingly hard to forget ,2
mooreperformance impresses almost as much as her work with haynes in safe ,2
visits spymovie territory like a novel you ca nt put downexamines a footnote to history seldom brought to light on the screenand keeps you guessing from first frame to last ,2
an absorbingsliceofdepression life that touches nerves and rings true ,2
mr parker has brilliantly updated his source and grasped its essencecomposing a sorrowful and hilarious tone poem about alienated laboror an absurdist workplace sitcom ,2
the result is something quite fresh and delightful ,2
all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure ,2
despite its many infuriating flawsnot the least of which is amyselfabsorbed personalityamyohonesty will win you over ,2
this is one of polanskibest films ,2
day is not a great bond moviebut it is a good bond moviewhich still makes it much better than your typical bond knockoffs ,2
polished korean politicalaction film is just as goodand badas hollywood action epics ,2
is this progress ,2
ellingportrayed with quiet fastidiousness by per christian ellefsenis a truly singular characterone whose frailties are only slightly magnified versions of the ones that vex nearly everyone ,2
denis and cowriter michele petinimpeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing ,2
lead provocatuers testud and parmentier give superlative performances,2
an absorbing trip into the minds and motivations of people under stress as well as a keenunsentimental look at variations on the theme of motherhood ,2
i admired itparticularly that unexpected downer of an ending ,2
the passions aroused by the discord between old and new cultures are set against the strangestark beauty of the mideast desertso lovingly and perceptively filmed that you can almost taste the desiccated air ,2
remarkably accessible and affecting ,2
never mind whether you buy the stuff about barris being a cia hit man ,2
the kooky yet shadowy vision clooney sustains throughout is daringinventive and impressive ,2
a triumph of art direction over narrativebut what art direction ,2
behan himself knew how to spin a tale and one ca nt help but think he d appreciate this attempt to turn his life into art ,2
jir hubacscript is a gem ,2
his characters are engagingintimate and the dialogue is realistic and greatly moving ,2
the scope of the silberstein family is large and we grow attached to their livesfull of strengthwarmth and vitality,2
moorecomplex and important film is alsobelieve it or notimmensely entertaininga david and goliath story thatstill very much playing itself out ,2
the additional storyline is interesting and entertainingbut it does nt have the same magical quality as the beginning of the story ,2
i like the new footage and still love the old stuff ,2
though mama takes a bit too long to find its rhythm and a thirdact plot development is somewhat melodramaticits ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium ,2
you might not buy the ideas ,2
but you ll definitely want the tshirt ,2
provides an intriguing window into the imagination and hermetic analysis of todd solondz ,2
windtalkers is shapelessly gratifyingthe kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live ,2
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it ,2
just what makes us happyanyway ,2
a thoughtfulmoving piece that faces difficult issues with honesty and beauty ,2
one of the greatest romantic comedies of the past decade ,2
you would nt call the good girl a date movie lrb an antidate movie is more like it rrbbut when itgooditgood and horrid ,2
benefits from a strong performance from zhaobut itdong jieface you remember at the end ,2
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever ,2
the directorsteven shainberghas succeeded by focusing intently on his charactersmaking them quirky individuals rather than figures of fun ,2
it ultimately stands forth as an important chronicle of the abuses of one of latin americamost oppressive regimes ,2
the movie has a softpercolating magica deadpan suspense ,2
a wellmade and often lovely depiction of the mysteries of friendship ,2
using his audience as a figurative portofcalldong pulls his evenhanded ideological ship to their dock for unloadingbefore he continues his longer journey still ahead ,2
 understands that a generation defines its music as much as the music defines a generation ,2
the transporter is as lively and as fun as it is unapologetically dumb,2
as a witness to several greekamerican weddingsbuthappilya victim of nonei can testify to the comparative accuracy of ms vardalosmemories and insights ,2
has it ever been possible to say that williams has truly inhabited a character ,2
it is now ,2
by presenting an impossible romance in an impossible worldpumpkin dares us to say why either is impossiblewhich forces us to confront whatpossible and what we might do to make it so ,2
an impressive debut for firsttime writerdirector mark romanekespecially considering his background is in music video ,2
an incendiarydeeply thoughtprovoking look at one of the most peculiar lrb and peculiarly venomous rrb bigotries in our increasingly frightening theocracy,2
all the performances are top notch andonce you get through the accentsall or nothing becomes an emotionalthough still positivewrench of a sit ,2
 its successes are also tempered with elements which prove the direct antithesis of what it gets right,2
itsolid and affecting and exactly as thoughtprovoking as it should be ,2
this is such a dazzlingly selfassured directorial debut that ithard to know what to praise first ,2
parker holds true to wildeown vision of a pure comedy with absolutely no meaningand no desire to be anything but a polishedsophisticated entertainment that is in love with its own cleverness ,2
mnchgenuine insight makes the filmoccasional overindulgence forgivable ,2
thankfullythe filmwhich skirts that rapidly deteriorating line between fantasy and realitytakes a tongueincheek attitude even as it pushes the croc hunter agenda ,2
ultimatelythe message of trouble every day seems to be that all sexual desire disrupts lifestasis ,2
if you re like mea sucker for a good old fashion romance and someone who shamelessly loves to eatthen mostly martha offers all the perfect ingredients to more than satisfy your appetite ,2
the film has just enough of everythingreenactmentsarchival footagetalkinghead interviewsand the music is simply sublime ,2
there are a few stabs at absurdist comedybut mostly the humor is of the sweetgentle and occasionally cloying kind that has become an iranian specialty ,2
a wonderful characterbased comedy ,2
it would be interesting to hear from the other sidebut in talk to herthe women are down for the count ,2
an endearingly offbeat romantic comedy with a great meetcute gimmick ,2
the unique tugofwar with viewer expectations is undeniableif not a pleasure in its own right ,2
it uses an oldtime formulaitnot terribly original and itrather messybut you just have to love the bigdumbhappy movie my big fat greek wedding ,2
italmost impossible not to be moved by the moviedepiction of sacrifice and its stirring epilogue in postsoviet russia ,2
who knows what exactly godard is on about in this filmbut his words and images do nt have to add up to mesmerize you ,2
the tone is balancedreflective and reasonable ,2
the principals in this cast are all finebut bishop and stevenson are standouts ,2
it could change americanot only because it is full of necessary discussion pointsbut because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment ,2
whatmost striking about this largely celebratory filmis the sense of isolation that permeates these bastions of individuality in an ikea world ,2
 if you re in a mind set for goofy comedythe troopers will entertain with their gross outsbawdy comedy and head games ,2
somewhat blurredbut kinnearperformance is razor sharp ,2
as a directormr ratliff wisely rejects the temptation to make fun of his subjects ,2
for anyone who remembers the s or is interested in one manresponse to strokeram dassfierce grace is worth seeking out ,2
intriguing and beautiful filmbut those of you who read the book are likely to be disappointed ,2
the new guy does have a heart ,2
nowif it only had a brain ,2
a savvy exploration of paranoia and insecurity in americaculture of fear ,2
legendary irish writer brendan behanmemoirborstal boyhas been given a loving screen transferral ,2
the filmgreatest asset is how much itnot just another connectthedotsspyontherun picture ,2
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences ,2
itone of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental ,2
morton isas usualbrilliant ,2
even with all those rough edges safely sanded downthe american insomnia is still pretty darned good ,2
i do nt know precisely what to make of steven soderberghfull frontalthough that did nt stop me from enjoying much of it ,2
the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology ,2
nearly surrealdabbling in frenchthis is no simple movieand you ll be taking a risk if you choose to see it ,2
i enjoyed the ride lrb bumps and all rrbcreamy depthand ultimate theme ,2
you could say that itslow at timesyou could say that a few of the characters act in ways that real people would ntbut one thing you could nt say is that alias betty is predictable ,2
asia authors herself as anna battistaan italian superstar and aspiring directress who just happens to be her own worst enemy ,2
roman coppola may never become the filmmaker his dad wasbut heckfew filmmakers will ,2
but based on cqi ll certainly be keeping an eye out for his next project ,2
an amusingbreezily apolitical documentary about life on the campaign trail ,2
high on melodrama ,2
but itemotionally engrossingtoothanks to strongcredible performances from the whole cast ,2
finallya genre movie that deliversin a couple of genresno less ,2
itnot so much enjoyable to watch as it is enlightening to listen to new sides of a previous realityand to visit with some of the people who were able to make an impact in the theater world ,2
spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects ,2
he just wants them to be part of the actionthe wallpaper of his chosen reality ,2
herethankfullythey are ,2
hu and liu offer naturalmatteroffact performances that glint with sorrowlonging and love ,2
this bold and lyrical first feature from raja amari expands the pat notion that middleaged women just wanna have fun into a rousing treatise of sensual empowerment ,2
easier to respect than enthuse overanderssonrigorous personal vision is not only distanced but distancing ,2
girls gone wild and gone civil again,2
 tunney is allowed to build an uncommonly human characteran almost reallive girl complete with trouble and hope ,2
while this film is not in the least surprisingit is still ultimately very satisfying ,2
think of it as a sort of comfort food for the mind ,2
cleverbrutal and strangely soulful movie ,2
 always remains movingly genuine ,2
an intelligent fiction about learning through cultural clash ,2
will grab your children by the imagination and amaze them and amuse them ,2
a remarkable minute meditation on the nature of revolution ,2
those who would follow haneke on his creepy explorationsare rewarded by brutalcommitted performances from huppert and magimel ,2
an involving true story of a chinese actor who takes up drugs and winds up in an institutionacted mostly by the actual people involved ,2
hands down the yearmost thoughtprovoking film ,2
but it pays a price for its intricate intellectual gamesmanship ,2
ita terrific american sports movie and dennis quaid is its athletic heart ,2
this is such a highenergy movie where the drumming and the marching are so excellentwho cares if the storya little weak ,2
compelling revenge thrillerthough somewhat weakened by a miscast leading lady ,2
itamazingly perceptive in its subtlesupportive but unsentimental look at the marks family ,2
a whole lot foulfreaky and funny ,2
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage ,2
the diversity of the artists representedboth in terms of style and ethnicityprevents the proceedings from feeling repetitiousas does the appropriately brief minute running time ,2
the pianist is a fine valedictory work for polanskimade richer by his own experiencesmaking his other movies somehow richer in the bargain ,2
foster nails the rolegiving a tightfocused performance illuminated by shards of feeling ,2
even if you ca nt pronouncegyrocorrectlyyou ll appreciate much of vardaloshumorwhich transcends ethnic boundaries ,2
is office work really as alienating asbartlebyso effectively makes it ,2
farrellthankfully manages to outshine the role and successfully plays the foil to willisworldweary colonel ,2
audiences conditioned to getting weepy over saucereyeddownycheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the filmtartsugarfree wit ,2
bennettdramatization of her personal descent into postbreakup perdition has a morbid appeal thattough to shake ,2
an intriguing and entertaining introduction to johnson ,2
as expectedsaylessmart wordplay and clever plot contrivances are as sharp as everthough they may be overshadowed by some strong performances ,2
a model of what films like this should be like ,2
as weber and weissman demonstrate with such insight and celebratory vervethe cockettes were nt as much about gendersexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebelconnect and create ,2
yeahthese flicks are just that damn good ,2
is nt it great ,2
an unbelievably fun film just a leading man away from perfection ,2
overthetop and a bit ostentatiousthis is a movie thatgot oodles of style and substance ,2
 a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life ,2
nicely serves as an examination of a society in transition ,2
a tender and touching dramabased on the true story of a troubled africanamericanquest to come to terms with his originsreveals the yearning we all have in our hearts for acceptance within the family circle ,2
as a randy film about sexy people in gorgeous places being pushed and pulled lrb literally and figuratively rrb by desirelrb sex and luca rrb makes for an arousing good time ,2
celebrated at sundancethis slight comedy of manners has winning performances and a glossyglib charm thathard to beat ,2
rennerperformance as dahmer is unforgettabledeeply absorbing ,2
if no one singles out any of these performances as awardworthyitonly because we would expect nothing less from this bunch ,2
though of particular interest to students and enthusiast of international dance and world musicthe film is designed to make viewers of all agescultural backgrounds and rhythmic ability want to get up and dance ,2
energetic and boldly provocative ,2
star wars is back in a major way ,2
ita movieand an albumyou wo nt want to miss ,2
itrare to find a film that dazzles the eyechallenges the brainand satisfies our lust for fastpaced actionbut minority report delivers all that and a whole lot more ,2
while not all transitions to adulthood are so fraughttheremuch truth and no small amount of poetry in girls ca nt swim ,2
if therenothing fresh about wannabeswhich was written by mr demeowho produced and directed the film with charles a addessimuch of the time the movie feels authentic ,2
jacquottosca is a treat ,2
by the end of no such thing the audiencelike beatricehas a watchful affection for the monster ,2
if you liked such movies as notting hillfour weddings and a funeralbridget jonesdiary or high fidelitythen you wo nt want to miss about a boy ,2
 the gentle melding of drama and comedy makeswhat time is it there,2
something the true film buff will enjoy ,2
romanek keeps the film constantly tautreflecting the characterinstability with a metaphorical visual style and an unnervingheartbeatlike score ,2
i wholeheartedly recommend that everyone see this moviefor its historical significance alone ,2
heywho else needs a shower ,2
longley has constructed a remarkably coherenthorrifically vivid snapshot of those turbulent days ,2
although it bangs a very cliched drum at timesthis crowdpleaserfresh dialogueenergetic musicand goodnatured spunk are often infectious ,2
often gruelling and heartbreaking to witnessbut seldahl and wolltersterling performances raise this far above the level of the usual maudlin disease movie ,2
go see it and enjoy ,2
the stunningdreamlike visuals will impress even those viewers who have little patience for eurofilm pretension ,2
george clooney proves hequite a talented director and sam rockwell shows us hea worldclass actor with confessions of a dangerous mind ,2
therea vastness implied in metropolis that is just breathtaking ,2
murderous maids may well be the most comprehensive of these films and also strike closest to the truth ,2
the people in dogtown and zboys are so funnyaggressive and aliveyou have to watch them because you ca nt wait to see what they do next ,2
as greenguts monster movies goita beaut ,2
as bundymichael reilly burke lrb octopus river of fear rrb has just the right amount of charisma and menace ,2
a deceivingly simple filmone that grows in power in retrospect ,2
